Tweet	Task A 	Task B	Task C
Who's #RetirementPlanning will hurt you most! If any other players na please leave in comments. . . - Tags to avoid - #YuvrajSingh #India #ICCCricketWorldCup2019 #DhoniKeepsTheGlove #DhoniKeepTheGlove #Dhoni #kohli #SachinTendulkar #SachinOpensAgain	NOT	NONE	NONE
@realDonaldTrump What rhymes with witch? If the broom fits... #FUCKTRUMP https://t.co/JNx97D7KTc	NOT	NONE	NONE
@CNN Love this and #FuckTrump	NOT	NONE	NONE
@ICC while all cricket board finalising the #CWC2019 venues in @ECB_cricket #ShameOnICC #WrostWorldcupEver @StarSportsIndia @BCCI https://t.co/hTVpb3Ra7U	NOT	NONE	NONE
Fixed it for you 😏  #Boris #BorisJohnsonShouldNotBePM https://t.co/fALyOK9HDq	NOT	NONE	NONE
The junior doctors' strike called in West Bengal has not just affected services in the state-government run hospitals there but also in other parts of India. @aiims_newdelhi #doctorstrike #doctorsfightback #savedoctors #standwithNRS https://t.co/dBeL7paS2X	NOT	NONE	NONE
@ICC Why didn't it rain here? Are you indirectly supporting #England? #ShameOnICC	NOT	NONE	NONE
@TIME Oh yeah because he’s an honest guy... #murderer #torturer #evil #despicable	NOT	NONE	NONE
Dear army man @msdhoni please don't remove the pride and glory from your keeping gloves. No body got any right to raise any question on our army. 💪👍🇮🇳❤️  the whole country Is with you ❤️  Wear your pride with full confidence   #JaiHind 🇮🇳 #DhoniKeepsTheGlove	NOT	NONE	NONE
#DoctorsUnderOppression  #DoctorsFightBack  #DoctorsStrike   The minister: tries to oppress us  Me and the boyz : https://t.co/NJqoN3jdEX	NOT	NONE	NONE
Ex-#Student #Fights #College Over Fate of #Alleged #Rapist https://t.co/imF97KRUDD https://t.co/Zbd7RHUnJB	NOT	NONE	NONE
#DoctorsFightBack demand the cctv footage of that day things will be clear .Make public the name of accuse who have been arrested. Enquiry should be set up into reluctance of police .How two trucks of goon were allowed inside the hospital campus	NOT	NONE	NONE
@adam_ni This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳	NOT	NONE	NONE
@SethAbramson “In real life, every congressman colludes with foreign powers all the time. So whatever I did is ok. Coz real life.” #FUCKTRUMP	NOT	NONE	NONE
#DhoniKeepsTheGlove I don't understand, how armed forces insignia is said to be connected to religion /cause as per ICC🤔	NOT	NONE	NONE
#IdiotTrump #NoRespectForALoser   @realDonaldTrump #ResignOrBeImpeached     Watch 'Trump Demands That Other Countries Treat Him With Respect During Twitter Tantrum' on YouTube https://t.co/48qbseyRCi	NOT	NONE	NONE
@juhi2606 Give good treatment #DoctorsFightBack #doctors #DoctorsProtest	NOT	NONE	NONE
@bbc5live @JohnnyMercerUK @Emmabarnett Imagine if this was Corbyn !! All the Johnson fans would be exploding with rage , then add the lying , cheating etc they would be asking for his arrest . The tories have utterly lost any moral high ground by going for a completely immoral man #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
It is reported that Your Government wanted to provide Guarantee to those who had invested in #IMAFraud.    Is protecting those who cheat Minorities Your way of Minority Welfare?    Why are You putting the lives of thousands of Innocents to save few Fraudsters?    Is this 'Raja Dharma'?	NOT	NONE	NONE
Thousands of doctors across India have shown solidarity and joined the ongoing #DoctorsProtest.  #DoctorsFightBack https://t.co/dX1H1ZnE0M	NOT	NONE	NONE
@WhiteHouse What, Hump a Flag Day ? #FuckTrump	NOT	NONE	NONE
Hatredness can't be stopped it is like Virus, only Antidote is Time. #Bengal #DoctorsFightBack #SaturdayThoughts	NOT	NONE	NONE
#TrumpisaTraitor is more disrespectful of the American flag than the man who set it on fire and was awarded $225K by the Supreme Court!! https://t.co/A4ueTMzaXh	NOT	NONE	NONE
@RepMarkMeadows @realDonaldTrump The left has always cared which is why the Mueller report began. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed #IndictTrump @WhiteHouse https://t.co/7aC1k4iM6Y	NOT	NONE	NONE
@Millie__Weaver #TrumpIsATraitor fixed it for ya MillieVanillie... you're very welcome	NOT	NONE	NONE
Maybe even check the school report #BorisJohnsonShouldNotBePM https://t.co/g4Uwu5hgXs	NOT	NONE	NONE
#DoctorsFightBack #DoctorsProtest govt. should think about security to doctors. @narendramodi @MamataOfficial @drharshvardhan @AmitShah @PMOIndia	NOT	NONE	NONE
Cleverly by name... no, sorry, it doesn't work #BorisJohnsonShouldNotBePM #brexitchaos https://t.co/Q0cyWAhqnr	NOT	NONE	NONE
@kylegriffin1 @senatemajldr @SenateGOP all about party over country  #GOPTraitors #GOPTaxScam #PutinsGOP #TrumpIsATraitor	NOT	NONE	NONE
@pythoroshan @adite Its a sad day for society at large when Doctors have to fight to https://t.co/p4Gs5Bwgxs justice seems to be a myth   #SaveTheDoctors #SaveBengal   #DoctorsFightBack	NOT	NONE	NONE
@nytimes Too late. The first answer is always the real answer. #TrumpIsATraitor #ImpeachDonaldTrumpNOW	NOT	NONE	NONE
Twitter: ‘We Didn’t Invest Enough’ To Fight White Nationalism Problem #Resist #ResistTrump #FuckTrump https://t.co/Vxl4Z5T46a	NOT	NONE	NONE
Another snappy hashtag from @NSoames.    #SomebodyexplaintohimhowtheyworkforChristssake    #BorisJohnsonShouldNotBePM  #C4debate #Channel4Debate https://t.co/RVSnEmwDTX	NOT	NONE	NONE
The only positive I am taking from this article is when @ImRo45 said, let's see what happens on Sunday.    I am hopeful that #DhoniKeepsTheGlove and then let's see how gutsy @icc is.    @KirenRijiju  #DhoniKeepTheGlove  #IndiaWithDhoni  @BCCI    https://t.co/hj3xbZdDOL	NOT	NONE	NONE
Very sickening to see that the wicket keeping gloves is hampering the spirt and moral of the game 🙄 #IndiaWithDhoni #BalidaanBadge #DhoniKeepsTheGlove https://t.co/ap3vQX0tZG	NOT	NONE	NONE
#ShameOnICC @BCCI @cricketaakash @cricketworldcup @ICC 🇮🇳#INDvPAK🇵🇰 #16June #Manchester Is that Possible for Biggest Battel On English Ground.....#icc😴😴😟😒 https://t.co/hW7GrxlpfC	NOT	NONE	NONE
INJUSTICE ANYWHERE IS A THREAT TO THE JUSTICE EVERYWHERE - Martin Luther King Jr. Each and every part of the community must stand with each other at times of crisis. #DoctorsFightBack #doctors_against_assualt https://t.co/XeqfFC6fl4	NOT	NONE	NONE
KillingEve addict. love &amp; respect for animals runs in my blood. ask &amp; see what happens. 🏳️‍🌈 #resist #FuckTrump	NOT	NONE	NONE
#IdiotTrump trolled for praising #Melania as the new ‘Jackie O’ — and then calling her ‘it’ – 😂😂😂 https://t.co/jqJhNL0Oii	NOT	NONE	NONE
Sarah Huckabee Sanders Leaving White House at the End of the Month #Resist #ResistTrump #FuckTrump https://t.co/ayiDbKgHAL	NOT	NONE	NONE
@MamataOfficial See, who is giving lecture on Abuse. 😁🤣😜👊🏻 #jokeoftheday #DoctorsFightBack #TMCabuseBJP #WorldElderAbuseAwarenessDay #DoctorsAbused #mamtalosingcontrol #MamataBanerjee #MamataFrustrated #GodBlessBengal	NOT	NONE	NONE
@realDonaldTrump Happy #JohnMcCainDay #TrumpIsATraitor #TrumpDoesCoverUps #TrumpDoesTreason #KimsLapDog	NOT	NONE	NONE
Doctors and Students from Thanjavur Medical College joins Nationwide protest.  #doctors_against_assualt   #DoctorsFightBack   #DoctorsStrike https://t.co/XvXN6LAJKJ	NOT	NONE	NONE
@blondegoldbuyer @rissalipstick @MoishesMom It hasn’t ended💔💔💔‼️‼️‼️  Support @rissalipstick to finally put an end to the torture &amp; murder of #YulinFestival #EndDCMT #BoycottChina🇨🇳  &amp; do it NOW‼️ https://t.co/obMx8ZafRm	NOT	NONE	NONE
He'll also continue to make sure kids outside of the womb lose healthcare, food &amp; housing while keeping an eye on those caged kids. #douchebag https://t.co/41EwDN5RVW	NOT	NONE	NONE
Barack Obama freestyle! Trump diss. Mixtape out in 2020! #mmmfreestyle #obamafreestyle #trumpdiss #barz #FreeTayK #thuglife #BarackObama #DonaldTrump #fuckdonaldtrump #fucktrump https://t.co/ZjLCiUhyMR	NOT	NONE	NONE
#IdiotTrump thinks he can create his own #healthcare law that will take the issue off the table for Democrats ... HE CANT READ LET ALONE THIS  https://t.co/OaBpT8PZeS	NOT	NONE	NONE
@politico Yeah right Rudy. The GOP was brighter then. Communism was the threat and Russia was was the enemy not a friend like today. #DickHead	NOT	NONE	NONE
@PFantta Doctors should be back each time they r beaten up for doing the duty?? No matter even if they r killed but they should do their duty.. #DoctorsFightBack	NOT	NONE	NONE
NASA head responds to Trump moon tweet: 'Nothing has changed' - CNET #Resist #ResistTrump #FuckTrump https://t.co/Ox0o5ipaap	NOT	NONE	NONE
When I was in school, students were not allowed to tie religious threads around their wrists. Did it mean the schools were anti-religion? #DhoniKeepsTheGlove There are rules, why merge everything. so tha janta needs to understand.	NOT	NONE	NONE
#fucktrump @ Beverly Hills 90210 https://t.co/6rBaOhUeQs	NOT	NONE	NONE
Hi Dear @ICC Mumbai too is ready for your kind of #WorldCup2019 Just FYI #CWC19 #CricketKaCrown #WashoutWorldCup #ShameOnICC https://t.co/vRSWvj1ENL	NOT	NONE	NONE
OnePlus 6T (Midnight Black, 8GB RAM, 128GB Storage)  @ Rs.27999 (mrp-41999)    https://t.co/c2aE3WZBaC    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	NONE	NONE
@realDonaldTrump London: 1 death by shooting in one day, 26 per year and YOU find that a disgrace? Seventeen students were killed in the massacre in Parkland Florida on a single day in 2018. 11,000 a year in the US. On YOUR watch. #BloodOnYourHands #GunControl #MURDERER	NOT	NONE	NONE
Literally their personal jesus would have to come out of the sky and take them to the polls! Lmao #JohnMcCainDay #HappyJohnMcCainDay #TrumpIsATraitor https://t.co/KM7nku8bpc	NOT	NONE	NONE
@McConnellPress. #TrumpIsATraitor #TrumpIsAMoron #YouAreATraitor   #ResignTrump. #ResignMcconnell   #ElaineChao. Is as crooked as #DitchMitch2020 https://t.co/FRq0SR8dz8	NOT	NONE	NONE
The only way “Melania T” is like Jackie O is that their husbands both cheated on them. #FuckTrump #LiarInChief #TraitorInChief #ImpeachTrump #JohnMcCainDay #Resist	NOT	NONE	NONE
@88elephants @Brimshack @GOPChairwoman @PressSec @realDonaldTrump Except Ronna. She wants to give it the ole repuglican try! #SHSLies #TrumpIsATraitor #JohnMcCainDay #HappyJohnMcCainDay	NOT	NONE	NONE
Thanks for following! @Dave14400156 @patriciaf4444 @MrJackPalin @valerileist @motiv8d2bgr8 @modelpageant @EdRedstateblues @booradley1968 #ImpeachmentNOW #TrumpIsATraitor	NOT	NONE	NONE
The Youngest Known Child Separated From His Family by the Trump Administration #Resist #ResistTrump #FuckTrump https://t.co/UeLNCxxRoD	NOT	NONE	NONE
@realDonaldTrump I didn't know Christopher Steele hacked the RNC and then coordinated the release of stolen emails with the Hillary campaign?   #TrumpIsATraitor #ImpeachTrump	NOT	NONE	NONE
So does Trump try a power play to distract from his crazy talk? Pompeo has it set up now for an assault on Iran.  Will he stoop that low? Using emergency powers as POTUS simply to distract, and no regard for our soldiers?  #TrumpIsATraitor   #TrumpCult   #TrumpDerangementSyndrome	NOT	NONE	NONE
Happy #JohnMCainDay #JohnMcCainDayJune14th #JohnMcCainAmericanHero 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Also #FuckTrump	NOT	NONE	NONE
I must ask #Dhoni to withdraw from @ICC world cup. Why @adgpi allowed #dhoni to wear insignia during a cricket match. Do Indian Army need such a cheap trick ? #DhoniKeepTheGlove #DhoniKeepsTheGlove	NOT	NONE	NONE
Pretty sure this crowd of attendees eclipses those at the “inauguration” in 2017 @realDonaldTrump  😂😂😂😂😂 #TrumpsWorseThanNixon #ImpeachTrumpNow #trumpsucks #TrumpIsATraitor https://t.co/p48iQqc3ys	NOT	NONE	NONE
Indian democracy needs a constructive opposition not an elitist, dynastic, entitled and a pampered son. #CongressMuktBharat https://t.co/iohwzxKiZJ	NOT	NONE	NONE
Name the lie? #Murderer https://t.co/jeUKXvPgBs	NOT	NONE	NONE
“They call me free but I call me a fool” -Train #words #word #writing #nightwriting #nighttime #poetry #poem #thoughts #questions #love #life #humans #fucktrump #resist #hope #doubt #train #free #ihbp #lmg @ Isle… https://t.co/xZvJF8J0gc	NOT	NONE	NONE
#DidivsDoctors: 'Dangal' girl #ZairaWasim stands in solidarity with medicos, demands 'national outrage' https://t.co/zQbM6r9jhh  .  .  .  .  #DoctorsStrike #DoctorsFightBack #DoctorsProtest #DoctorStrike	NOT	NONE	NONE
@ramanmrp @myogiadityanath This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp	NOT	NONE	NONE
Bhakts are hilarious! They think Twitter Trends are going to change the weather, the ICC and literally anyone else apart from people who share their shitty ideology. #ShameOnICC my ass 🤣🤣🤣	NOT	NONE	NONE
We have become the country that we used to hate. #FuckTrump #ConcentrationCamps #ImpeachTrump #ImpeachmentHearingsNow #TrumpsWorseThanNixon #TrumpResign #TreasonousTrump https://t.co/xk53uQKCLW	NOT	NONE	NONE
Why naked ambition is helping Boris Johnson.' #BorisJohnsonShouldNotBePM https://t.co/yV8V95jpjP	NOT	NONE	NONE
Trump's remark stuns CNN panel: 'Whose side is he on?' #Resist #ResistTrump #FuckTrump https://t.co/xcIQg9xCZL	NOT	NONE	NONE
@eviebauer727 I went to Costco the other day &amp; saw same item prices has gone up 💯 so I flipped over the box &amp; saw the print “made in China”. Im@afraid my Chinese grocery bill will also go up. The gov isn’t paying 4 this, I am. So this is #TRUMPTAX &amp; he’s killing us in so many ways #IdiotTrump	NOT	NONE	NONE
Male Sheeps | Domestic Animal of Pakistan  https://t.co/Obwjoe2uaN    #AITUnderSiege   #CWC19   #DhoniKeepsTheGlove   #EXOLSelcaDay   #FridayFeeling   #FridayFeeling	NOT	NONE	NONE
Nayasa Superplast Gallent Plastic Cutlery Stand @ Rs.99    https://t.co/XTNGJ5rqKg    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	NONE	NONE
@DhirajAhuja1108 She has lost the political good will Momotah Hatao #DoctorsFightBack	NOT	NONE	NONE
Doctors 🥼 singing proudly their new anthem- 'আমরা কারা? বহিরাগত' 'Who are we? We are outsiders!' #DoctorsUnderOppresion #DoctorsStrike #DoctorsFightBack https://t.co/TGKQITykwE	NOT	NONE	NONE
If we go to war with #Iran, I volunteer all the Trumps, Pompeos, Penses, Boltons, and every other war hawks offspring to go fight their parents wars. #NoWarWithIran #FuckTrump	NOT	NONE	NONE
don't expect him to pay the bill ... just ask anyone wbo's ever done business with him. #fucktrump #NoGOP2020 https://t.co/013lPyDCof	NOT	NONE	NONE
#BorisJohnsonShouldNotBePM his biggest threat is #RoryStewart #Leadersdebate Boris didn’t turn up, he’d be sat at home watching taking notes to see what elements of the candidates he can pinch to elevate his potential. We need hope in this declining country, with Boris no chance	NOT	NONE	NONE
@knittinglinda @MalcolmNance Part of the Hitler Youth League. What do you expect. #FuckTrump #OrangeFoolius #BeBest #MAGA #AmericaFirst #asshat	NOT	NONE	NONE
500 doctors have already resigned in Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #doctors_against_assualt   #doctors_against_assualt	NOT	NONE	NONE
@smitabarooah @TVMohandasPai She is exposed; Now everyone knows why was she not allowed to join party and take responsibility; not without any reason, #Swamy calls her #bottle; competition between Bro-N-Sis for #CongressMuktBharat	NOT	NONE	NONE
This Is Exactly What Privacy Experts Said Would Happen #Resist #ResistTrump #FuckTrump https://t.co/QIkI5tu49h	NOT	NONE	NONE
Reply for the press to the govt. From GB meeting consensus of junior doctors. LONG LIVE DOCTORS' UNITY! #NRSMCH #DoctorsStrike #DoctorsFightBack #Savethedoctors @republic @TimesNow @ZeeNews @narendramodi @drharshvardhan https://t.co/fa9vzwEVkq	NOT	NONE	NONE
@realDonaldTrump You’ve made a damn mess ! You helped rich people while screwing the poor idiots that support you or did support you. This is NOT 2016 the lying and crying isn’t gonna work this time. #LyingCryingTrump #DerangedDonald #IdiotTrump #ImpeachTheMF #TrumpForPrison2020	HOF	HATE	TIN
